"Park_Name","City","Country","Year","Attendance","Type","Region"
" PISCILAGO"," GIRARDOT (BOGOTÁ)"," COLOMBIA","2021",6090000,"Water Park","Latin America"
" PISCILAGO"," GIRARDOT (BOGOTÁ)"," COLOMBIA","2022",8160000,"Water Park","Latin America"
" MAGIC CITY WATER PARK"," SUZANO"," BRAZIL","2019",6810000,"Water Park","Latin America"
" MAGIC CITY WATER PARK"," SUZANO"," BRAZIL","2020",3550000,"Water Park","Latin America"
" MAGIC CITY WATER PARK"," SUZANO"," BRAZIL","2021",4670000,"Water Park","Latin America"
" MAGIC CITY WATER PARK"," SUZANO"," BRAZIL","2022",6160000,"Water Park","Latin America"
" THERMAS WATER PARK"," SÃO PEDRO"," BRAZIL","2019",6410000,"Water Park","Latin America"
" THERMAS WATER PARK"," SÃO PEDRO"," BRAZIL","2020",3150000,"Water Park","Latin America"
" THERMAS WATER PARK"," SÃO PEDRO"," BRAZIL","2021",4520000,"Water Park","Latin America"
" THERMAS WATER PARK"," SÃO PEDRO"," BRAZIL","2022",7530000,"Water Park","Latin America"
" HOT BEACH"," OLYMPIA"," BRAZIL","2019",6080000,"Water Park","Latin America"
" HOT BEACH"," OLYMPIA"," BRAZIL","2020",2430000,"Water Park","Latin America"
" HOT BEACH"," OLYMPIA"," BRAZIL","2021",5940000,"Water Park","Latin America"
" HOT BEACH"," OLYMPIA"," BRAZIL","2022",9140000,"Water Park","Latin America"
" PARQUE ACUATICO EL ROLLO"," MORELOS"," MEXICO","2019",5250000,"Water Park","Latin America"
" PARQUE ACUATICO EL ROLLO"," MORELOS"," MEXICO","2020",2100000,"Water Park","Latin America"
" PARQUE ACUATICO EL ROLLO"," MORELOS"," MEXICO","2021",3680000,"Water Park","Latin America"
" PARQUE ACUATICO EL ROLLO"," MORELOS"," MEXICO","2022",4890000,"Water Park","Latin America"
" CHIMELONG WATER PARK"," GUANGZHOU"," CHINA","2019",30140000,"Water Park","Asia Pacific"
" CHIMELONG WATER PARK"," GUANGZHOU"," CHINA","2020",15120000,"Water Park","Asia Pacific"
" CHIMELONG WATER PARK"," GUANGZHOU"," CHINA","2021",22300000,"Water Park","Asia Pacific"
" CHIMELONG WATER PARK"," GUANGZHOU"," CHINA","2022",16200000,"Water Park","Asia Pacific"
" WUHU FANTAWILD WATER PARK"," WUHU"," CHINA","2019",13480000,"Water Park","Asia Pacific"
" WUHU FANTAWILD WATER PARK"," WUHU"," CHINA","2020",7700000,"Water Park","Asia Pacific"
" WUHU FANTAWILD WATER PARK"," WUHU"," CHINA","2021",4310000,"Water Park","Asia Pacific"
" WUHU FANTAWILD WATER PARK"," WUHU"," CHINA","2022",9280000,"Water Park","Asia Pacific"
" CARIBBEAN BAY"," SEOUL"," SOUTH KOREA","2019",13330000,"Water Park","Asia Pacific"
" CARIBBEAN BAY"," SEOUL"," SOUTH KOREA","2020",1680000,"Water Park","Asia Pacific"
" CARIBBEAN BAY"," SEOUL"," SOUTH KOREA","2021",2220000,"Water Park","Asia Pacific"
" CARIBBEAN BAY"," SEOUL"," SOUTH KOREA","2022",9950000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," WUHAN"," CHINA","2019",12100000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," WUHAN"," CHINA","2020",9300000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," WUHAN"," CHINA","2021",7300000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," WUHAN"," CHINA","2022",5600000,"Water Park","Asia Pacific"
" AQUAVENTURE ATLANTIS"," SANYA"," CHINA","2019",1.2e+07,"Water Park","Asia Pacific"
" AQUAVENTURE ATLANTIS"," SANYA"," CHINA","2020",1.2e+07,"Water Park","Asia Pacific"
" AQUAVENTURE ATLANTIS"," SANYA"," CHINA","2021",1.2e+07,"Water Park","Asia Pacific"
" AQUAVENTURE ATLANTIS"," SANYA"," CHINA","2022",6300000,"Water Park","Asia Pacific"
" SUNWAY LAGOON"," KUALA LUMPUR"," MALAYSIA","2019",1.2e+07,"Water Park","Asia Pacific"
" SUNWAY LAGOON"," KUALA LUMPUR"," MALAYSIA","2020",6e+06,"Water Park","Asia Pacific"
" SUNWAY LAGOON"," KUALA LUMPUR"," MALAYSIA","2021",6e+06,"Water Park","Asia Pacific"
" SUNWAY LAGOON"," KUALA LUMPUR"," MALAYSIA","2022",9500000,"Water Park","Asia Pacific"
" WET 'N' WILD GOLD COAST"," GOLD COAST"," AUSTRALIA","2019",11200000,"Water Park","Asia Pacific"
" WET 'N' WILD GOLD COAST"," GOLD COAST"," AUSTRALIA","2020",9520000,"Water Park","Asia Pacific"
" WET 'N' WILD GOLD COAST"," GOLD COAST"," AUSTRALIA","2021",9700000,"Water Park","Asia Pacific"
" WET 'N' WILD GOLD COAST"," GOLD COAST"," AUSTRALIA","2022",10300000,"Water Park","Asia Pacific"
" OCEAN WORLD"," HONGCHEON"," SOUTH KOREA","2019",10710000,"Water Park","Asia Pacific"
" OCEAN WORLD"," HONGCHEON"," SOUTH KOREA","2020",1800000,"Water Park","Asia Pacific"
" OCEAN WORLD"," HONGCHEON"," SOUTH KOREA","2021",1150000,"Water Park","Asia Pacific"
" OCEAN WORLD"," HONGCHEON"," SOUTH KOREA","2022",7500000,"Water Park","Asia Pacific"
" POSEIDON BEACH WATER WORLD"," HARBIN"," CHINA","2019",9170000,"Water Park","Asia Pacific"
" POSEIDON BEACH WATER WORLD"," HARBIN"," CHINA","2020",3e+06,"Water Park","Asia Pacific"
" POSEIDON BEACH WATER WORLD"," HARBIN"," CHINA","2021",5820000,"Water Park","Asia Pacific"
" POSEIDON BEACH WATER WORLD"," HARBIN"," CHINA","2022",6250000,"Water Park","Asia Pacific"
" SUNWAY LOST WORLD OF TAMBUN"," PERAK"," MALAYSIA","2019",1e+07,"Water Park","Asia Pacific"
" SUNWAY LOST WORLD OF TAMBUN"," PERAK"," MALAYSIA","2020",6e+06,"Water Park","Asia Pacific"
" SUNWAY LOST WORLD OF TAMBUN"," PERAK"," MALAYSIA","2021",6e+06,"Water Park","Asia Pacific"
" SUNWAY LOST WORLD OF TAMBUN"," PERAK"," MALAYSIA","2022",8e+06,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," SHANGHAI"," CHINA","2019",9700000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," SHANGHAI"," CHINA","2020",8600000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," SHANGHAI"," CHINA","2021",10800000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," SHANGHAI"," CHINA","2022",2900000,"Water Park","Asia Pacific"
" ATLANTIS WATER ADVENTURE"," JAKARTA"," INDONESIA","2019",9100000,"Water Park","Asia Pacific"
" ATLANTIS WATER ADVENTURE"," JAKARTA"," INDONESIA","2020",2200000,"Water Park","Asia Pacific"
" ATLANTIS WATER ADVENTURE"," JAKARTA"," INDONESIA","2021",3e+05,"Water Park","Asia Pacific"
" ATLANTIS WATER ADVENTURE"," JAKARTA"," INDONESIA","2022",2630000,"Water Park","Asia Pacific"
" ZHENGZHOU FANTAWILD WATER PARK"," ZHENGZHOU"," CHINA","2019",9050000,"Water Park","Asia Pacific"
" ZHENGZHOU FANTAWILD WATER PARK"," ZHENGZHOU"," CHINA","2020",6220000,"Water Park","Asia Pacific"
" ZHENGZHOU FANTAWILD WATER PARK"," ZHENGZHOU"," CHINA","2021",4430000,"Water Park","Asia Pacific"
" ZHENGZHOU FANTAWILD WATER PARK"," ZHENGZHOU"," CHINA","2022",4840000,"Water Park","Asia Pacific"
" SUMMERLAND"," TOKYO"," JAPAN","2019",8680000,"Water Park","Asia Pacific"
" SUMMERLAND"," TOKYO"," JAPAN","2020",4540000,"Water Park","Asia Pacific"
" SUMMERLAND"," TOKYO"," JAPAN","2021",6500000,"Water Park","Asia Pacific"
" SUMMERLAND"," TOKYO"," JAPAN","2022",6900000,"Water Park","Asia Pacific"
" XIAMEN FANTAWILD WATERPARK"," XIAMEN"," CHINA","2019",8320000,"Water Park","Asia Pacific"
" XIAMEN FANTAWILD WATERPARK"," XIAMEN"," CHINA","2020",4420000,"Water Park","Asia Pacific"
" XIAMEN FANTAWILD WATERPARK"," XIAMEN"," CHINA","2021",5480000,"Water Park","Asia Pacific"
" XIAMEN FANTAWILD WATERPARK"," XIAMEN"," CHINA","2022",6740000,"Water Park","Asia Pacific"
" THE JUNGLE WATER ADVENTURE"," BOGOR"," INDONESIA","2019",7850000,"Water Park","Asia Pacific"
" THE JUNGLE WATER ADVENTURE"," BOGOR"," INDONESIA","2020",2e+06,"Water Park","Asia Pacific"
" THE JUNGLE WATER ADVENTURE"," BOGOR"," INDONESIA","2021",2680000,"Water Park","Asia Pacific"
" THE JUNGLE WATER ADVENTURE"," BOGOR"," INDONESIA","2022",5820000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," TIANJIN"," CHINA","2019",7500000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," TIANJIN"," CHINA","2020",5500000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," TIANJIN"," CHINA","2021",7300000,"Water Park","Asia Pacific"
" PLAYA MAYA WATER PARK"," TIANJIN"," CHINA","2022",6300000,"Water Park","Asia Pacific"
" WOONGJIN PLAYDOCI WATERDOCI"," BUCHEON"," SOUTH KOREA","2019",7500000,"Water Park","Asia Pacific"
" WOONGJIN PLAYDOCI WATERDOCI"," BUCHEON"," SOUTH KOREA","2020",1460000,"Water Park","Asia Pacific"
" WOONGJIN PLAYDOCI WATERDOCI"," BUCHEON"," SOUTH KOREA","2021",930000,"Water Park","Asia Pacific"
" WOONGJIN PLAYDOCI WATERDOCI"," BUCHEON"," SOUTH KOREA","2022",3270000,"Water Park","Asia Pacific"
" LOTTE WATER PARK"," GIMHAE"," SOUTH KOREA","2019",7400000,"Water Park","Asia Pacific"
" LOTTE WATER PARK"," GIMHAE"," SOUTH KOREA","2020",1330000,"Water Park","Asia Pacific"
" LOTTE WATER PARK"," GIMHAE"," SOUTH KOREA","2021",780000,"Water Park","Asia Pacific"
" LOTTE WATER PARK"," GIMHAE"," SOUTH KOREA","2022",5480000,"Water Park","Asia Pacific"
" ADVENTURE COVE WATER PARK"," Sentosa"," SINGAPORE","2019",7100000,"Water Park","Asia Pacific"
" ADVENTURE COVE WATER PARK"," Sentosa"," SINGAPORE","2020",3e+06,"Water Park","Asia Pacific"
" ADVENTURE COVE WATER PARK"," Sentosa"," SINGAPORE","2021",3300000,"Water Park","Asia Pacific"
" ADVENTURE COVE WATER PARK"," Sentosa"," SINGAPORE","2022",3600000,"Water Park","Asia Pacific"
" THERME ERDING"," ERDING"," GERMANY","2019",18500000,"Water Park","EMEA"
" THERME ERDING"," ERDING"," GERMANY","2020",7500000,"Water Park","EMEA"
" THERME ERDING"," ERDING"," GERMANY","2021",7e+06,"Water Park","EMEA"
" THERME ERDING"," ERDING"," GERMANY","2022",1.7e+07,"Water Park","EMEA"
" AQUAVENTURE WATER PARK"," DUBAI"," U.A.E.","2019",13220000,"Water Park","EMEA"
" AQUAVENTURE WATER PARK"," DUBAI"," U.A.E.","2020",6e+06,"Water Park","EMEA"
" AQUAVENTURE WATER PARK"," DUBAI"," U.A.E.","2021",8e+06,"Water Park","EMEA"
" AQUAVENTURE WATER PARK"," DUBAI"," U.A.E.","2022",1.5e+07,"Water Park","EMEA"
" AQUAPALACE"," PRAGUE"," CZECH REPUBLIC","2019",1.3e+07,"Water Park","EMEA"
" AQUAPALACE"," PRAGUE"," CZECH REPUBLIC","2020",5370000,"Water Park","EMEA"
" AQUAPALACE"," PRAGUE"," CZECH REPUBLIC","2021",5800000,"Water Park","EMEA"
" AQUAPALACE"," PRAGUE"," CZECH REPUBLIC","2022",1.2e+07,"Water Park","EMEA"
" TROPICAL ISLANDS"," KRAUSNICK"," GERMANY","2019",12330000,"Water Park","EMEA"
" TROPICAL ISLANDS"," KRAUSNICK"," GERMANY","2020",4930000,"Water Park","EMEA"
" TROPICAL ISLANDS"," KRAUSNICK"," GERMANY","2021",5e+06,"Water Park","EMEA"
" TROPICAL ISLANDS"," KRAUSNICK"," GERMANY","2022",11500000,"Water Park","EMEA"
" SIAM PARK"," SANTA CRUZ DE TENERIFE"," SPAIN","2019",1.2e+07,"Water Park","EMEA"
" SIAM PARK"," SANTA CRUZ DE TENERIFE"," SPAIN","2020",970000,"Water Park","EMEA"
" SIAM PARK"," SANTA CRUZ DE TENERIFE"," SPAIN","2021",5110000,"Water Park","EMEA"
" SIAM PARK"," SANTA CRUZ DE TENERIFE"," SPAIN","2022",11500000,"Water Park","EMEA"
" AQUALAND MORAVIA"," PASOHLÁVKY"," CZECH REPUBLIC","2019",8060000,"Water Park","EMEA"
" AQUALAND MORAVIA"," PASOHLÁVKY"," CZECH REPUBLIC","2020",3680000,"Water Park","EMEA"
" AQUALAND MORAVIA"," PASOHLÁVKY"," CZECH REPUBLIC","2021",3860000,"Water Park","EMEA"
" AQUALAND MORAVIA"," PASOHLÁVKY"," CZECH REPUBLIC","2022",7270000,"Water Park","EMEA"
" TIKI POOL"," DUINRELL"," NETHERLANDS","2019",8e+06,"Water Park","EMEA"
" TIKI POOL"," DUINRELL"," NETHERLANDS","2020",3900000,"Water Park","EMEA"
" TIKI POOL"," DUINRELL"," NETHERLANDS","2021",4e+06,"Water Park","EMEA"
" TIKI POOL"," DUINRELL"," NETHERLANDS","2022",7500000,"Water Park","EMEA"
" NETTEBAD"," OSNABRÜCK"," GERMANY","2019",7560000,"Water Park","EMEA"
" NETTEBAD"," OSNABRÜCK"," GERMANY","2020",3110000,"Water Park","EMEA"
" NETTEBAD"," OSNABRÜCK"," GERMANY","2021",3470000,"Water Park","EMEA"
" NETTEBAD"," OSNABRÜCK"," GERMANY","2022",6500000,"Water Park","EMEA"
" WILD WADI"," DUBAI"," U.A.E.","2019",7400000,"Water Park","EMEA"
" WILD WADI"," DUBAI"," U.A.E.","2020",3500000,"Water Park","EMEA"
" WILD WADI"," DUBAI"," U.A.E.","2021",4700000,"Water Park","EMEA"
" WILD WADI"," DUBAI"," U.A.E.","2022",7500000,"Water Park","EMEA"
" LALANDIA"," BILLUND"," DENMARK","2019",6820000,"Water Park","EMEA"
" LALANDIA"," BILLUND"," DENMARK","2020",2400000,"Water Park","EMEA"
" LALANDIA"," BILLUND"," DENMARK","2021",4500000,"Water Park","EMEA"
" LALANDIA"," BILLUND"," DENMARK","2022",7500000,"Water Park","EMEA"
" LOUVRE"," PARIS"," FRANCE","2019",9.6e+07,"Museum","Worldwide"
" LOUVRE"," PARIS"," FRANCE","2020",2.7e+07,"Museum","Worldwide"
" LOUVRE"," PARIS"," FRANCE","2021",28250000,"Museum","Worldwide"
" LOUVRE"," PARIS"," FRANCE","2022",77260000,"Museum","Worldwide"
" NATIONAL MUSEUM OF CHINA"," BEIJING"," CHINA","2019",73900000,"Museum","Worldwide"
" NATIONAL MUSEUM OF CHINA"," BEIJING"," CHINA","2020",1.6e+07,"Museum","Worldwide"
" NATIONAL MUSEUM OF CHINA"," BEIJING"," CHINA","2021",23780000,"Museum","Worldwide"
" NATIONAL MUSEUM OF CHINA"," BEIJING"," CHINA","2022",16310000,"Museum","Worldwide"
" VATICAN MUSEUMS"," VATICAN"," VATICAN CITY","2019",68830000,"Museum","Worldwide"
" VATICAN MUSEUMS"," VATICAN"," VATICAN CITY","2020",1.3e+07,"Museum","Worldwide"
" VATICAN MUSEUMS"," VATICAN"," VATICAN CITY","2021",16130000,"Museum","Worldwide"
" VATICAN MUSEUMS"," VATICAN"," VATICAN CITY","2022",50810000,"Museum","Worldwide"
" THE METROPOLITAN MUSEUM OF ART"," NEW YORK"," U.S.","2019",67700000,"Museum","Worldwide"
" THE METROPOLITAN MUSEUM OF ART"," NEW YORK"," U.S.","2020",11250000,"Museum","Worldwide"
" THE METROPOLITAN MUSEUM OF ART"," NEW YORK"," U.S.","2021",19580000,"Museum","Worldwide"
" THE METROPOLITAN MUSEUM OF ART"," NEW YORK"," U.S.","2022",32090000,"Museum","Worldwide"
" BRITISH MUSEUM"," LONDON"," U.K.","2019",62080000,"Museum","Worldwide"
" BRITISH MUSEUM"," LONDON"," U.K.","2020",12750000,"Museum","Worldwide"
" BRITISH MUSEUM"," LONDON"," U.K.","2021",13270000,"Museum","Worldwide"
" BRITISH MUSEUM"," LONDON"," U.K.","2022",40970000,"Museum","Worldwide"
" TATE MODERN"," LONDON"," U.K.","2019",60980000,"Museum","Worldwide"
" TATE MODERN"," LONDON"," U.K.","2020",14330000,"Museum","Worldwide"
" TATE MODERN"," LONDON"," U.K.","2021",11560000,"Museum","Worldwide"
" TATE MODERN"," LONDON"," U.K.","2022",38830000,"Museum","Worldwide"
" NATIONAL GALLERY"," LONDON"," U.K.","2019",60110000,"Museum","Worldwide"
" NATIONAL GALLERY"," LONDON"," U.K.","2020",11970000,"Museum","Worldwide"
" NATIONAL GALLERY"," LONDON"," U.K.","2021",7090000,"Museum","Worldwide"
" NATIONAL GALLERY"," LONDON"," U.K.","2022",27270000,"Museum","Worldwide"
" NATURAL HISTORY MUSEUM"," LONDON"," U.K.","2019",54240000,"Museum","Worldwide"
" NATURAL HISTORY MUSEUM"," LONDON"," U.K.","2020",11970000,"Museum","Worldwide"
" NATURAL HISTORY MUSEUM"," LONDON"," U.K.","2021",15640000,"Museum","Worldwide"
" NATURAL HISTORY MUSEUM"," LONDON"," U.K.","2022",46550000,"Museum","Worldwide"
" AMERICAN MUSEUM OF NATURAL HISTORY"," NEW YORK"," U.S.","2019",5e+07,"Museum","Worldwide"
" AMERICAN MUSEUM OF NATURAL HISTORY"," NEW YORK"," U.S.","2020",0,"Museum","Worldwide"
" AMERICAN MUSEUM OF NATURAL HISTORY"," NEW YORK"," U.S.","2021",0,"Museum","Worldwide"
" AMERICAN MUSEUM OF NATURAL HISTORY"," NEW YORK"," U.S.","2022",0,"Museum","Worldwide"
" STATE HERMITAGE"," ST. PETERSBURG"," RUSSIA","2019",49570000,"Museum","Worldwide"
" STATE HERMITAGE"," ST. PETERSBURG"," RUSSIA","2020",9690000,"Museum","Worldwide"
" STATE HERMITAGE"," ST. PETERSBURG"," RUSSIA","2021",16490000,"Museum","Worldwide"
" STATE HERMITAGE"," ST. PETERSBURG"," RUSSIA","2022",28130000,"Museum","Worldwide"
" SHANGHAI SCIENCE AND TECHNOLOGY MUSEUM"," SHANGHAI"," CHINA","2019",48240000,"Museum","Worldwide"
" SHANGHAI SCIENCE AND TECHNOLOGY MUSEUM"," SHANGHAI"," CHINA","2020",13510000,"Museum","Worldwide"
" SHANGHAI SCIENCE AND TECHNOLOGY MUSEUM"," SHANGHAI"," CHINA","2021",23680000,"Museum","Worldwide"
" SHANGHAI SCIENCE AND TECHNOLOGY MUSEUM"," SHANGHAI"," CHINA","2022",4940000,"Museum","Worldwide"
" REINA SOFÍA"," MADRID"," SPAIN","2019",44260000,"Museum","Worldwide"
" REINA SOFÍA"," MADRID"," SPAIN","2020",12480000,"Museum","Worldwide"
" REINA SOFÍA"," MADRID"," SPAIN","2021",16430000,"Museum","Worldwide"
" REINA SOFÍA"," MADRID"," SPAIN","2022",30630000,"Museum","Worldwide"
" NATIONAL MUSEUM OF NATURAL HISTORY"," WASHINGTON"," U.S.","2019",4.2e+07,"Museum","Worldwide"
" NATIONAL MUSEUM OF NATURAL HISTORY"," WASHINGTON"," U.S.","2020",5730000,"Museum","Worldwide"
" NATIONAL MUSEUM OF NATURAL HISTORY"," WASHINGTON"," U.S.","2021",9820000,"Museum","Worldwide"
" NATIONAL MUSEUM OF NATURAL HISTORY"," WASHINGTON"," U.S.","2022",3.9e+07,"Museum","Worldwide"
" NANJING MUSEUM"," NANJING"," CHINA","2019",41690000,"Museum","Worldwide"
" NANJING MUSEUM"," NANJING"," CHINA","2020",15150000,"Museum","Worldwide"
" NANJING MUSEUM"," NANJING"," CHINA","2021",20340000,"Museum","Worldwide"
" NANJING MUSEUM"," NANJING"," CHINA","2022",16100000,"Museum","Worldwide"
" ZHEJIANG MUSEUM"," HANGZHOU"," CHINA","2019",41500000,"Museum","Worldwide"
" ZHEJIANG MUSEUM"," HANGZHOU"," CHINA","2020",11080000,"Museum","Worldwide"
" ZHEJIANG MUSEUM"," HANGZHOU"," CHINA","2021",9290000,"Museum","Worldwide"
" ZHEJIANG MUSEUM"," HANGZHOU"," CHINA","2022",8740000,"Museum","Worldwide"
" NATIONAL GALLERY OF ART"," WASHINGTON"," U.S.","2019",40740000,"Museum","Worldwide"
" NATIONAL GALLERY OF ART"," WASHINGTON"," U.S.","2020",7300000,"Museum","Worldwide"
" NATIONAL GALLERY OF ART"," WASHINGTON"," U.S.","2021",17050000,"Museum","Worldwide"
" NATIONAL GALLERY OF ART"," WASHINGTON"," U.S.","2022",32560000,"Museum","Worldwide"
" VICTORIA & ALBERT MUSEUM"," LONDON"," U.K.","2019",39210000,"Museum","Worldwide"
" VICTORIA & ALBERT MUSEUM"," LONDON"," U.K.","2020",8720000,"Museum","Worldwide"
" VICTORIA & ALBERT MUSEUM"," LONDON"," U.K.","2021",8580000,"Museum","Worldwide"
" VICTORIA & ALBERT MUSEUM"," LONDON"," U.K.","2022",23700000,"Museum","Worldwide"
" CHINA SCIENCE TECHNOLOGY MUSEUM"," BEIJING"," CHINA","2019",38910000,"Museum","Worldwide"
" CHINA SCIENCE TECHNOLOGY MUSEUM"," BEIJING"," CHINA","2020",6900000,"Museum","Worldwide"
" CHINA SCIENCE TECHNOLOGY MUSEUM"," BEIJING"," CHINA","2021",23600000,"Museum","Worldwide"
" CHINA SCIENCE TECHNOLOGY MUSEUM"," BEIJING"," CHINA","2022",14310000,"Museum","Worldwide"
" NATIONAL PALACE MUSEUM"," TAIPEI"," TAIWAN","2019",38320000,"Museum","Worldwide"
" NATIONAL PALACE MUSEUM"," TAIPEI"," TAIWAN","2020",6430000,"Museum","Worldwide"
" NATIONAL PALACE MUSEUM"," TAIPEI"," TAIWAN","2021",4170000,"Museum","Worldwide"
" NATIONAL PALACE MUSEUM"," TAIPEI"," TAIWAN","2022",10400000,"Museum","Worldwide"
" MUSÉE D'ORSAY"," PARIS"," FRANCE","2019",36520000,"Museum","Worldwide"
" MUSÉE D'ORSAY"," PARIS"," FRANCE","2020",8670000,"Museum","Worldwide"
" MUSÉE D'ORSAY"," PARIS"," FRANCE","2021",10440000,"Museum","Worldwide"
" MUSÉE D'ORSAY"," PARIS"," FRANCE","2022",32700000,"Museum","Worldwide"
" THE METROPOLITAN MUSEUM OF ART"," NEW YORK"," U.S.","2019",67700000,"Museum","North America"
" THE METROPOLITAN MUSEUM OF ART"," NEW YORK"," U.S.","2020",11250000,"Museum","North America"
" THE METROPOLITAN MUSEUM OF ART"," NEW YORK"," U.S.","2021",19580000,"Museum","North America"
" THE METROPOLITAN MUSEUM OF ART"," NEW YORK"," U.S.","2022",32090000,"Museum","North America"
" AMERICAN MUSEUM OF NATURAL HISTORY"," NEW YORK"," U.S.","2019",5e+07,"Museum","North America"
" AMERICAN MUSEUM OF NATURAL HISTORY"," NEW YORK"," U.S.","2020",0,"Museum","North America"
" AMERICAN MUSEUM OF NATURAL HISTORY"," NEW YORK"," U.S.","2021",0,"Museum","North America"
" AMERICAN MUSEUM OF NATURAL HISTORY"," NEW YORK"," U.S.","2022",0,"Museum","North America"
" NATIONAL MUSEUM OF NATURAL HISTORY"," WASHINGTON"," U.S.","2019",4.2e+07,"Museum","North America"
" NATIONAL MUSEUM OF NATURAL HISTORY"," WASHINGTON"," U.S.","2020",5730000,"Museum","North America"
" NATIONAL MUSEUM OF NATURAL HISTORY"," WASHINGTON"," U.S.","2021",9820000,"Museum","North America"
" NATIONAL MUSEUM OF NATURAL HISTORY"," WASHINGTON"," U.S.","2022",3.9e+07,"Museum","North America"
" NATIONAL GALLERY OF ART"," WASHINGTON"," U.S.","2019",40740000,"Museum","North America"
" NATIONAL GALLERY OF ART"," WASHINGTON"," U.S.","2020",7300000,"Museum","North America"
" NATIONAL GALLERY OF ART"," WASHINGTON"," U.S.","2021",17050000,"Museum","North America"
" NATIONAL GALLERY OF ART"," WASHINGTON"," U.S.","2022",32560000,"Museum","North America"
" NATIONAL AIR AND SPACE MUSEUM"," WASHINGTON"," U.S.","2019",3.2e+07,"Museum","North America"
" NATIONAL AIR AND SPACE MUSEUM"," WASHINGTON"," U.S.","2020",2670000,"Museum","North America"
" NATIONAL AIR AND SPACE MUSEUM"," WASHINGTON"," U.S.","2021",4110000,"Museum","North America"
" NATIONAL AIR AND SPACE MUSEUM"," WASHINGTON"," U.S.","2022",4190000,"Museum","North America"
" NATIONAL MUSEUM OF AMERICAN HISTORY"," WASHINGTON"," U.S.","2019",2.8e+07,"Museum","North America"
" NATIONAL MUSEUM OF AMERICAN HISTORY"," WASHINGTON"," U.S.","2020",3110000,"Museum","North America"
" NATIONAL MUSEUM OF AMERICAN HISTORY"," WASHINGTON"," U.S.","2021",5700000,"Museum","North America"
" NATIONAL MUSEUM OF AMERICAN HISTORY"," WASHINGTON"," U.S.","2022",1.8e+07,"Museum","North America"
" CALIFORNIA SCIENCE CENTER"," LOS ANGELES"," U.S.","2019",2.2e+07,"Museum","North America"
" CALIFORNIA SCIENCE CENTER"," LOS ANGELES"," U.S.","2020",2710000,"Museum","North America"
" CALIFORNIA SCIENCE CENTER"," LOS ANGELES"," U.S.","2021",7260000,"Museum","North America"
" CALIFORNIA SCIENCE CENTER"," LOS ANGELES"," U.S.","2022",16940000,"Museum","North America"
" NATIONAL MUSEUM OF AFRICAN AMERICAN HISTORY AND CULTURE"," WASHINGTON"," U.S.","2019",2e+07,"Museum","North America"
" NATIONAL MUSEUM OF AFRICAN AMERICAN HISTORY AND CULTURE"," WASHINGTON"," U.S.","2020",3680000,"Museum","North America"
" NATIONAL MUSEUM OF AFRICAN AMERICAN HISTORY AND CULTURE"," WASHINGTON"," U.S.","2021",3930000,"Museum","North America"
" NATIONAL MUSEUM OF AFRICAN AMERICAN HISTORY AND CULTURE"," WASHINGTON"," U.S.","2022",10930000,"Museum","North America"
" SMITHSONIAN AMERICAN ART MUSEUM (WITH THE RENWICK GALLERY)"," WASHINGTON"," U.S.","2019",2e+07,"Museum","North America"
" SMITHSONIAN AMERICAN ART MUSEUM (WITH THE RENWICK GALLERY)"," WASHINGTON"," U.S.","2020",3870000,"Museum","North America"
" SMITHSONIAN AMERICAN ART MUSEUM (WITH THE RENWICK GALLERY)"," WASHINGTON"," U.S.","2021",4200000,"Museum","North America"
" SMITHSONIAN AMERICAN ART MUSEUM (WITH THE RENWICK GALLERY)"," WASHINGTON"," U.S.","2022",1.1e+07,"Museum","North America"
" THE MUSEUM OF MODERN ART"," NEW YORK"," U.S.","2019",19920000,"Museum","North America"
" THE MUSEUM OF MODERN ART"," NEW YORK"," U.S.","2020",7060000,"Museum","North America"
" THE MUSEUM OF MODERN ART"," NEW YORK"," U.S.","2021",11610000,"Museum","North America"
" THE MUSEUM OF MODERN ART"," NEW YORK"," U.S.","2022",21900000,"Museum","North America"
" HOUSTON MUSEUM OF NATURAL SCIENCE"," HOUSTON"," U.S.","2019",19740000,"Museum","North America"
" HOUSTON MUSEUM OF NATURAL SCIENCE"," HOUSTON"," U.S.","2020",0,"Museum","North America"
" HOUSTON MUSEUM OF NATURAL SCIENCE"," HOUSTON"," U.S.","2021",10860000,"Museum","North America"
" HOUSTON MUSEUM OF NATURAL SCIENCE"," HOUSTON"," U.S.","2022",15200000,"Museum","North America"
" NATIONAL PORTRAIT GALLERY"," WASHINGTON"," U.S.","2019",1.7e+07,"Museum","North America"
" NATIONAL PORTRAIT GALLERY"," WASHINGTON"," U.S.","2020",3210000,"Museum","North America"
